key,7,8,9,10
32,使用誘引香陷阱引來笠頭螈並將其打倒<hex:02100103>獲取雲海物種的骨骼標本,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。,我還想繼續委託各位冒險者採集標本，<hex:02100103>請使用誘引香陷阱引來指定對象並迅速將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
33,使用誘引香陷阱引來原角鼻龍並打倒<hex:02100103>獲取雲海物種的骨骼標本,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。,我還想繼續委託各位冒險者採集標本，<hex:02100103>請使用誘引香陷阱引來指定對象並迅速將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
34,使用誘引香陷阱引來腔骨龍並將其打倒<hex:02100103>獲取雲海物種的骨骼標本,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。,我還想繼續委託各位冒險者採集標本，<hex:02100103>請使用誘引香陷阱引來指定對象並迅速將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
35,使用誘引香陷阱引來械齒鯨並將其打倒<hex:02100103>獲取雲海物種的骨骼標本,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。,我還想繼續委託各位冒險者採集標本，<hex:02100103>請使用誘引香陷阱引來指定對象並迅速將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
36,將收集品交給恩惠號的艾因哈特家的飛行員,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。,最後，請將收集到的物品交給恩惠號附近的艾因哈特家的飛行員。,感謝各位的幫助。<hex:02100103>報酬可以在恩惠號附近領取！
37,「シルバーシェル」を討伐,こちらアインハルト管制、貴船の進入を確認した。<hex:02100103>ようこそ、ディアデム諸島へ！,冒険者諸君には、博物學研究に必要な卵の確保を依頼したい。<hex:02100103>まずは周辺を探索しつつ、卵狙いのネズミが現れるのを待ってくれ。,
38,打倒斑點哈庫拉克,這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！,我想委託各位冒險者採集博物學研究要用的蛋，<hex:02100103>請先在周圍進行探索，等待偷蛋的魔物出現。,
39,打倒雲上毛爬蟲,這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！,我想委託各位冒險者採集博物學研究要用的蛋，<hex:02100103>請先在周圍進行探索，等待偷蛋的魔物出現。,
40,打倒劍齒虎,這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！,我想委託各位冒險者採集博物學研究要用的蛋，<hex:02100103>請先在周圍進行探索，等待偷蛋的魔物出現。,
41,「エイジレス・サンクチンニ」を討伐,こちらアインハルト管制、貴船の進入を確認した。<hex:02100103>ようこそ、ディアデム諸島へ！,冒険者諸君には、博物學研究に必要な卵の確保を依頼したい。<hex:02100103>まずは周辺を探索しつつ、卵狙いのネズミが現れるのを待ってくれ。,
42,「サンソルデス」を討伐,こちらアインハルト管制、貴船の進入を確認した。<hex:02100103>ようこそ、ディアデム諸島へ！,冒険者諸君には、博物學研究に必要な卵の確保を依頼したい。<hex:02100103>まずは周辺を探索しつつ、卵狙いのネズミが現れるのを待ってくれ。,
43,打倒蟻鷹蜂,這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！,我想委託各位冒險者採集博物學研究要用的蛋，<hex:02100103>請先在周圍進行探索，等待偷蛋的魔物出現。,
44,打倒竊蛋鼠,看來偷蛋的魔物已經出現了。,立即趕往它們偷蛋的地方，<hex:02100103>打倒竊蛋鼠！,
45,打倒竊蛋鼠,看來偷蛋的魔物已經出現了。,立即趕往它們偷蛋的地方，<hex:02100103>打倒竊蛋鼠！,
46,打倒竊蛋鼠,看來偷蛋的魔物已經出現了。,立即趕往它們偷蛋的地方，<hex:02100103>打倒竊蛋鼠！,
47,將古生物的蛋搬運至回收地點,收拾掉偷蛋的魔物後，檢查一下你周圍有沒有蛋。,如果找到了古生物的蛋，希望你能把它搬運到指定地點。,
48,打倒雲上陷阱草 獲取雲海妖花粉,這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！,我想委託各位冒險者採集用於製作特殊香料的素材，<hex:02100103>請打倒雲上陷阱草，獲取雲海妖花粉。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
49,打倒洪水巨蟲 獲取巨蟲肝,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。,下一個用於製作香料的素材是巨蟲肝，<hex:02100103>請打倒洪水巨蟲，獲取巨蟲肝。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
50,將收集品交給恩惠號的艾因哈特家的飛行員,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。,最後，請將收集到的物品交給恩惠號附近的艾因哈特家的飛行員。,感謝各位的幫助。<hex:02100103>報酬可以在恩惠號附近領取！
51,從恩惠號的艾因哈特家的飛行員那裡獲取試劑,這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！,我們開發了一種用於對抗強大魔物的試劑，<hex:02100103>想請各位冒險者在實戰中試驗一下效果。,首先請前往恩惠號附近，從艾因哈特家的飛行員那裡獲取試劑。
52,使用弱化試劑打倒銀殼蟹,希望你們能對銀殼蟹使用弱化試劑，然後將其打倒。,使用試劑的時機就交給你們自己判斷，<hex:02100103>但一定要對其使用試劑後再打倒！,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
53,使用弱化試劑打倒雲上毛爬蟲,希望你們能對雲上毛爬蟲使用弱化試劑，然後將其打倒。,使用試劑的時機就交給你們自己判斷，<hex:02100103>但一定要對其使用試劑後再打倒！,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
54,使用弱化試劑打倒劍齒虎,希望你們能對劍齒虎使用弱化試劑，然後將其打倒。,使用試劑的時機就交給你們自己判斷，<hex:02100103>但一定要對其使用試劑後再打倒！,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
55,使用弱化試劑打倒不老山克芹尼,希望你們能對不老山克芹尼使用弱化試劑，然後將其打倒。,使用試劑的時機就交給你們自己判斷，<hex:02100103>但一定要對其使用試劑後再打倒！,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
56,使用弱化試劑打倒太陽索德斯龍,希望你們能對太陽索德斯龍使用弱化試劑，然後將其打倒。,使用試劑的時機就交給你們自己判斷，<hex:02100103>但一定要對其使用試劑後再打倒！,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
57,使用弱化試劑打倒雲冠恩底彌翁,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。,下一個目標是雲冠恩底彌翁。<hex:02100103>一定要對其使用試劑後再打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
58,使用弱化試劑打倒斑點哈庫拉克,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。,下一個目標是斑點哈庫拉克。<hex:02100103>一定要對其使用試劑後再打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
59,使用弱化試劑打倒雲冠鵜鶘,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。,下一個目標是雲冠鵜鶘。<hex:02100103>一定要對其使用試劑後再打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
60,使用弱化試劑打倒笠頭螈,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。,下一個目標是笠頭螈。<hex:02100103>一定要對其使用試劑後再打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
61,使用誘引香陷阱引來角螞蜓並將其打倒,這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！,我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
62,使用誘引香陷阱引來巨猿並將其打倒,這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！,我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
63,使用誘引香陷阱引來劍齒虎並將其打倒,這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！,我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
64,使用誘引香陷阱引來雲冠雄獅並將其打倒,這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！,我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
65,使用誘引香陷阱引來雲冠獨角獸並將其打倒,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。,我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
66,使用誘引香陷阱引來雲冠魔象並將其打倒,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。,我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
67,「クラウン・トラマ」を討伐,こちらアインハルト管制……<hex:02100103>血の匂いに引き寄せられ、さらなる強敵が現れたようだ。,これを放置すれば、探索の障害となることは明白……<hex:02100103>目標を変更し、ただちに討伐されたし。,
68,「ケルケス」を討伐,こちらアインハルト管制……<hex:02100103>血の匂いに引き寄せられ、さらなる強敵が現れたようだ。,これを放置すれば、探索の障害となることは明白……<hex:02100103>目標を変更し、ただちに討伐されたし。,
69,「ディアデム・ペガサス」を討伐,こちらアインハルト管制……<hex:02100103>血の匂いに引き寄せられ、さらなる強敵が現れたようだ。,これを放置すれば、探索の障害となることは明白……<hex:02100103>目標を変更し、ただちに討伐されたし。,
70,「ビッグビロコ」を討伐,こちらアインハルト管制……<hex:02100103>血の匂いに引き寄せられ、さらなる強敵が現れたようだ。,これを放置すれば、探索の障害となることは明白……<hex:02100103>目標を変更し、ただちに討伐されたし。,
71,使用誘引香陷阱引來雲冠恩底彌翁並將其打倒,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。,驅除完下一個危險生物就達成目標了，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。,不過，這次的目標相當強大。<hex:02100103>請不要專注於探索，集中精力打倒目標。
72,使用誘引香陷阱引來原角鼻龍並將其打倒,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。,驅除完下一個危險生物就達成目標了，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。,不過，這次的目標相當強大。<hex:02100103>請不要專注於探索，集中精力打倒目標。
73,使用誘引香陷阱引來西方騰雲蛇並將其打倒,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。,驅除完下一個危險生物就達成目標了，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。,不過，這次的目標相當強大。<hex:02100103>請不要專注於探索，集中精力打倒目標。
74,使用誘引香陷阱引來雲冠鵜鶘並將其打倒,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。,驅除完下一個危險生物就達成目標了，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。,不過，這次的目標相當強大。<hex:02100103>請不要專注於探索，集中精力打倒目標。
75,使用誘引香陷阱引來雲冠巨嘴鳥並將其打倒,這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！,我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
76,使用誘引香陷阱引來新種大口花並將其打倒,這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！,我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
77,使用誘引香陷阱引來鋒螯陸蟹並將其打倒,這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！,我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
78,使用誘引香陷阱引來太陽索德斯龍並將其打倒,這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！,我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
79,使用誘引香陷阱引來群落猴面雀並將其打倒,這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！,我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
80,使用誘引香陷阱引來珠寶飛蚤並將其打倒,這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！,我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
81,使用誘引香陷阱引來不老山克芹尼並將其打倒,這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！,我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
82,使用誘引香陷阱引來蟻鷹蜂並將其打倒,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。,我想繼續委託各位冒險者驅除危險生物，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
83,使用誘引香陷阱引來殺人蟻並將其打倒,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。,我想繼續委託各位冒險者驅除危險生物，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
84,使用誘引香陷阱引來斑點哈庫拉克並將其打倒,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。,我想繼續委託各位冒險者驅除危險生物，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
85,使用誘引香陷阱引來天蟾蜍並將其打倒,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。,我想繼續委託各位冒險者驅除危險生物，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
86,使用誘引香陷阱引來三角龍並將其打倒,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。,我想繼續委託各位冒險者驅除危險生物，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
87,使用誘引香陷阱引來幼年腕龍並將其打倒,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。,我想繼續委託各位冒險者驅除危險生物，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
88,使用誘引香陷阱引來魯南緹希並將其打倒,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。,我想繼續委託各位冒險者驅除危險生物，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
89,使用誘引香陷阱引來械齒鯨並將其打倒,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。,我想繼續委託各位冒險者驅除危險生物，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
90,打倒東方騰雲蛇,這裡是艾因哈特管制台……<hex:02100103>看來血的味道吸引了更加強大的魔物。,如果放置不管勢必會成為探索的障礙，<hex:02100103>目標變更，請立即討伐。,
91,打倒賽勒菲,這裡是艾因哈特管制台……<hex:02100103>看來血的味道吸引了更加強大的魔物。,如果放置不管勢必會成為探索的障礙，<hex:02100103>目標變更，請立即討伐。,
92,使用誘引香陷阱引來笠頭螈並將其打倒,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第二階段。,驅除完下一個危險生物就達成目標了，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。,不過，這次的目標相當強大。<hex:02100103>請不要專注於探索，集中精力打倒目標。
93,打倒不老枯樹精,這裡是艾因哈特管制台……<hex:02100103>看來血的味道吸引了更加強大的魔物。,如果放置不管勢必會成為探索的障礙，<hex:02100103>目標變更，請立即討伐。,
94,打倒無齒翼龍,這裡是艾因哈特管制台……<hex:02100103>看來血的味道吸引了更加強大的魔物。,如果放置不管勢必會成為探索的障礙，<hex:02100103>目標變更，請立即討伐。,
95,使用誘引香陷阱引來雲冠魔象並將其打倒,這裡是艾因哈特管制台，<hex:02100103>已確認飛空艇位置，歡迎來到雲冠群島！,我想委託各位冒險者驅除危險生物，<hex:02100103>請在目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
96,使用誘引香陷阱引來腔骨龍並將其打倒,這裡是艾因哈特管制台……<hex:02100103>已確認完成探索任務第一階段。,我想繼續委託各位冒險者驅除危險生物，<hex:02100103>請在下一個目標地點使用誘引香陷阱引來目標並將其打倒。,另外，在執行任務的過程中，<hex:02100103>也希望你們能夠在目標地區附近進行探索，以提高「活動評價」。
97,誘引香の罠で「コエロフィシス」を誘き寄せて討伐,こちらアインハルト管制……<hex:02100103>探索任務の第二段階完了を確認した。,次の標的を討伐すれば、任務は完了だ。<hex:02100103>次の目標地點で「誘引香の罠」を使い、標的を誘き寄せて倒せ。,また、任務の過程では、「活動評価」を指針として、周辺の探索も進めてもらいたい。
98,誘引香の罠で「エイジレス・ダイアマイト」を誘き寄せて討伐,こちらアインハルト管制……<hex:02100103>探索任務の第二段階完了を確認した。,次の標的を討伐すれば、任務は完了だ。<hex:02100103>次の目標地點で「誘引香の罠」を使い、標的を誘き寄せて倒せ。,また、任務の過程では、「活動評価」を指針として、周辺の探索も進めてもらいたい。
99,誘引香の罠で「アントホーク」を誘き寄せて討伐,こちらアインハルト管制……<hex:02100103>探索任務の第二段階完了を確認した。,次の標的を討伐すれば、任務は完了だ。<hex:02100103>次の目標地點で「誘引香の罠」を使い、標的を誘き寄せて倒せ。,また、任務の過程では、「活動評価」を指針として、周辺の探索も進めてもらいたい。
100,,,,
