key,1,2
137,木工愛好者,完成50次1-10級的木工作業。
138,木工初學者,完成300次11-20級的木工作業。
139,木工實習生,完成750次21-30級的木工作業。
140,木工熟練工,完成1500次31-40級的木工作業。
141,木工手藝人,完成3000次41-50級的木工作業。
142,木工之巧匠,達成「木工愛好者」「木工初學者」「木工實習生」「木工熟練工」「木工手藝人」五個成就。
143,鍛冶愛好者,完成50次1-10級的鍛冶作業。
144,鍛冶初學者,完成300次11-20級的鍛冶作業。
145,鍛冶實習生,完成750次21-30級的鍛冶作業。
146,鍛冶熟練工,完成1500次31-40級的鍛冶作業。
147,鍛冶手藝人,完成3000次41-50級的鍛冶作業。
148,鍛冶之巧匠,達成「鍛冶愛好者」「鍛冶初學者」「鍛冶實習生」「鍛冶熟練工」「鍛冶手藝人」五個成就。
149,鑄甲愛好者,完成50次1-10級的鑄甲作業。
150,鑄甲初學者,完成300次11-20級的鑄甲作業。
151,鑄甲實習生,完成750次21-30級的鑄甲作業。
152,鑄甲熟練工,完成1500次31-40級的鑄甲作業。
153,鑄甲手藝人,完成3000次41-50級的鑄甲作業。
154,鑄甲之巧匠,達成「鑄甲愛好者」「鑄甲初學者」「鑄甲實習生」「鑄甲熟練工」「鑄甲手藝人」五個成就。
155,雕金愛好者,完成50次1-10級的雕金作業。
156,雕金初學者,完成300次11-20級的雕金作業。
157,雕金實習生,完成750次21-30級的雕金作業。
158,雕金熟練工,完成1500次31-40級的雕金作業。
159,雕金手藝人,完成3000次41-50級的雕金作業。
160,雕金之巧匠,達成「雕金愛好者」「雕金初學者」「雕金實習生」「雕金熟練工」「雕金手藝人」五個成就。
161,製革愛好者,完成50次1-10級的製革作業。
162,製革初學者,完成300次11-20級的製革作業。
163,製革實習生,完成750次21-30級的製革作業。
164,製革熟練工,完成1500次31-40級的製革作業。
165,製革手藝人,完成3000次41-50級的製革作業。
166,製革之巧匠,達成「製革愛好者」「製革初學者」「製革實習生」「製革熟練工」「製革手藝人」五個成就。
167,裁縫愛好者,完成50次1-10級的裁縫作業。
168,裁縫初學者,完成300次11-20級的裁縫作業。
169,裁縫實習生,完成750次21-30級的裁縫作業。
170,裁縫熟練工,完成1500次31-40級的裁縫作業。
171,裁縫手藝人,完成3000次41-50級的裁縫作業。
172,裁縫之巧匠,達成「裁縫愛好者」「裁縫初學者」「裁縫實習生」「裁縫熟練工」「裁縫手藝人」五個成就。
173,煉金愛好者,完成50次1-10級的煉金作業。
174,煉金初學者,完成300次11-20級的煉金作業。
175,煉金實習生,完成750次21-30級的煉金作業。
176,煉金熟練工,完成1500次31-40級的煉金作業。
177,煉金手藝人,完成3000次41-50級的煉金作業。
178,煉金之巧匠,達成「煉金愛好者」「煉金初學者」「煉金實習生」「煉金熟練工」「煉金手藝人」五個成就。
179,烹調愛好者,完成50次1-10級的烹調作業。
180,烹調初學者,完成300次11-20級的烹調作業。
181,烹調實習生,完成750次21-30級的烹調作業。
182,烹調熟練工,完成1500次31-40級的烹調作業。
183,烹調手藝人,完成3000次41-50級的烹調作業。
184,烹調之巧匠,達成「烹調愛好者」「烹調初學者」「烹調實習生」「烹調熟練工」「烹調手藝人」五個成就。
185,拉諾西亞採掘能手1,在拉諾西亞的1-10級礦脈採掘或碎石20次。
186,拉諾西亞採掘能手2,在拉諾西亞的11-20級礦脈採掘或碎石300次。
187,拉諾西亞採掘能手3,在拉諾西亞的21-30級礦脈採掘或碎石1000次。
188,拉諾西亞採掘能手4,在拉諾西亞的31-40級礦脈採掘或碎石2000次。
189,拉諾西亞採掘能手5,在拉諾西亞的41-50級礦脈採掘或碎石4000次。
190,拉諾西亞採掘王,達成五個「拉諾西亞採掘能手」成就。
191,黑衣森林採掘能手1,在黑衣森林的1-10級礦脈採掘或碎石20次。
192,黑衣森林採掘能手2,在黑衣森林的11-20級礦脈採掘或碎石300次。
193,黑衣森林採掘能手3,在黑衣森林的21-30級礦脈採掘或碎石1000次。
194,黑衣森林採掘能手4,在黑衣森林的31-40級礦脈採掘或碎石2000次。
195,黑衣森林採掘能手5,在黑衣森林的41-50級礦脈採掘或碎石4000次。
196,黑衣森林採掘王,達成五個「黑衣森林採掘能手」成就。
197,薩納蘭採掘能手1,在薩納蘭的1-10級礦脈採掘或碎石20次。
198,薩納蘭採掘能手2,在薩納蘭的11-20級礦脈採掘或碎石300次。
199,薩納蘭採掘能手3,在薩納蘭的21-30級礦脈採掘或碎石1000次。
200,薩納蘭採掘能手4,在薩納蘭的31-40級礦脈採掘或碎石2000次。
201,薩納蘭採掘能手5,在薩納蘭的41-50級礦脈採掘或碎石4000次。
202,薩納蘭採掘王,達成五個「薩納蘭採掘能手」成就。
203,黃金鶴嘴鋤,達成「拉諾西亞採掘王」「黑衣森林採掘王」「薩納蘭採掘王」三個成就。
204,拉諾西亞碎石能手1,在拉諾西亞的1-10級石場碎石20次。
205,拉諾西亞碎石能手2,在拉諾西亞的11-20級石場碎石30次。
206,拉諾西亞碎石能手3,在拉諾西亞的21-30級石場碎石100次。
207,拉諾西亞碎石能手4,在拉諾西亞的31-40級石場碎石200次。
208,拉諾西亞碎石能手5,在拉諾西亞的41-50級石場碎石500次。
209,拉諾西亞碎石王,達成五個「拉諾西亞碎石能手」成就。
210,黑衣森林碎石能手1,在黑衣森林的1-10級石場碎石20次。
211,黑衣森林碎石能手2,在黑衣森林的11-20級石場碎石30次。
212,黑衣森林碎石能手3,在黑衣森林的21-30級石場碎石100次。
213,黑衣森林碎石能手4,在黑衣森林的31-40級石場碎石200次。
214,黑衣森林碎石能手5,在黑衣森林的41-50級石場碎石500次。
215,黑衣森林碎石王,達成五個「黑衣森林碎石能手」成就。
216,薩納蘭碎石能手1,在薩納蘭的1-10級石場碎石20次。
217,薩納蘭碎石能手2,在薩納蘭的11-20級石場碎石30次。
218,薩納蘭碎石能手3,在薩納蘭的21-30級石場碎石100次。
219,薩納蘭碎石能手4,在薩納蘭的31-40級石場碎石200次。
220,薩納蘭碎石能手5,在薩納蘭的41-50級石場碎石500次。
221,薩納蘭碎石王,達成五個「薩納蘭碎石能手」成就。
222,拉諾西亞採伐能手1,在拉諾西亞的1-10級良材採伐或割草20次。
223,拉諾西亞採伐能手2,在拉諾西亞的11-20級良材採伐或割草300次。
224,拉諾西亞採伐能手3,在拉諾西亞的21-30級良材採伐或割草1000次。
225,拉諾西亞採伐能手4,在拉諾西亞的31-40級良材採伐或割草2000次。
226,拉諾西亞採伐能手5,在拉諾西亞的41-50級良材採伐或割草4000次。
227,拉諾西亞採伐王,達成五個「拉諾西亞採伐能手」成就。
228,黑衣森林採伐能手1,在黑衣森林的1-10級良材採伐或割草20次。
229,黑衣森林採伐能手2,在黑衣森林的11-20級良材採伐或割草300次。
230,黑衣森林採伐能手3,在黑衣森林的21-30級良材採伐或割草1000次。
231,黑衣森林採伐能手4,在黑衣森林的31-40級良材採伐或割草2000次。
232,黑衣森林採伐能手5,在黑衣森林的41-50級良材採伐或割草4000次。
233,黑衣森林採伐王,達成五個「黑衣森林採伐能手」成就。
234,薩納蘭採伐能手1,在薩納蘭的1-10級良材採伐或割草20次。
235,薩納蘭採伐能手2,在薩納蘭的11-20級良材採伐或割草300次。
236,薩納蘭採伐能手3,在薩納蘭的21-30級良材採伐或割草1000次。
237,薩納蘭採伐能手4,在薩納蘭的31-40級良材採伐或割草2000次。
238,薩納蘭採伐能手5,在薩納蘭的41-50級良材採伐或割草4000次。
239,薩納蘭採伐王,達成五個「薩納蘭採伐能手」成就。
240,黃金手斧,達成「拉諾西亞採伐王」「黑衣森林採伐王」「薩納蘭採伐王」三個成就。
241,拉諾西亞割草能手1,在拉諾西亞的1-10級草場割草20次。
242,拉諾西亞割草能手2,在拉諾西亞的11-20級草場割草30次。
243,拉諾西亞割草能手3,在拉諾西亞的21-30級草場割草100次。
244,拉諾西亞割草能手4,在拉諾西亞的31-40級草場割草200次。
245,拉諾西亞割草能手5,在拉諾西亞的41-50級草場割草500次。
246,拉諾西亞割草王,達成五個「拉諾西亞割草能手」成就。
247,黑衣森林割草能手1,在黑衣森林的1-10級草場割草20次。
248,黑衣森林割草能手2,在黑衣森林的11-20級草場割草30次。
249,黑衣森林割草能手3,在黑衣森林的21-30級草場割草100次。
250,黑衣森林割草能手4,在黑衣森林的31-40級草場割草200次。
251,黑衣森林割草能手5,在黑衣森林的41-50級草場割草500次。
252,黑衣森林割草王,達成五個「黑衣森林割草能手」成就。
253,薩納蘭割草能手1,在薩納蘭的1-10級草場割草20次。
254,薩納蘭割草能手2,在薩納蘭的11-20級草場割草30次。
255,薩納蘭割草能手3,在薩納蘭的21-30級草場割草100次。
256,薩納蘭割草能手4,在薩納蘭的31-40級草場割草200次。
257,薩納蘭割草能手5,在薩納蘭的41-50級草場割草500次。
258,薩納蘭割草王,達成五個「薩納蘭割草能手」成就。
259,拉諾西亞釣魚能手1,在拉諾西亞的1-10級釣場釣魚20次。
260,拉諾西亞釣魚能手2,在拉諾西亞的11-20級釣場釣魚100次。
261,拉諾西亞釣魚能手3,在拉諾西亞的21-30級釣場釣魚300次。
262,拉諾西亞釣魚能手4,在拉諾西亞的31-40級釣場釣魚500次。
263,拉諾西亞釣魚能手5,在拉諾西亞的41-50級釣場釣魚1000次。
264,拉諾西亞釣魚王,達成五個「拉諾西亞釣魚能手」成就。
265,黑衣森林釣魚能手1,在黑衣森林的1-10級釣場釣魚20次。
266,黑衣森林釣魚能手2,在黑衣森林的11-20級釣場釣魚100次。
267,黑衣森林釣魚能手3,在黑衣森林的21-30級釣場釣魚300次。
268,黑衣森林釣魚能手4,在黑衣森林的31-40級釣場釣魚500次。
269,黑衣森林釣魚能手5,在黑衣森林的41-50級釣場釣魚1000次。
270,黑衣森林釣魚王,達成五個「黑衣森林釣魚能手」成就。
271,薩納蘭釣魚能手1,在薩納蘭的1-10級釣場釣魚20次。
272,薩納蘭釣魚能手2,在薩納蘭的11-20級釣場釣魚100次。
273,薩納蘭釣魚能手3,在薩納蘭的21-30級釣場釣魚300次。
274,薩納蘭釣魚能手4,在薩納蘭的31-40級釣場釣魚500次。
275,薩納蘭釣魚能手5,在薩納蘭的41-50級釣場釣魚1000次。
276,薩納蘭釣魚王,達成五個「薩納蘭釣魚能手」成就。
277,黃金釣竿,達成「拉諾西亞釣魚王」「黑衣森林釣魚王」「薩納蘭釣魚王」三個成就。
278,拉諾西亞刺魚能手1,在拉諾西亞的1-10級漁場刺魚20次。
279,拉諾西亞刺魚能手2,在拉諾西亞的11-20級漁場刺魚30次。
280,拉諾西亞刺魚能手3,在拉諾西亞的21-30級漁場刺魚100次。
281,拉諾西亞刺魚能手4,在拉諾西亞的31-40級漁場刺魚200次。
282,拉諾西亞刺魚能手5,在拉諾西亞的41-50級漁場刺魚500次。
283,拉諾西亞刺魚王,達成五個「拉諾西亞刺魚能手」成就。
284,黑衣森林刺魚能手1,在黑衣森林的1-10級漁場刺魚20次。
285,黑衣森林刺魚能手2,在黑衣森林的11-20級漁場刺魚30次。
286,黑衣森林刺魚能手3,在黑衣森林的21-30級漁場刺魚100次。
287,黑衣森林刺魚能手4,在黑衣森林的31-40級漁場刺魚200次。
288,黑衣森林刺魚能手5,在黑衣森林的41-50級漁場刺魚500次。
289,黑衣森林刺魚王,達成五個「黑衣森林刺魚能手」成就。
290,薩納蘭刺魚能手1,在薩納蘭的1-10級漁場刺魚20次。
291,薩納蘭刺魚能手2,在薩納蘭的11-20級漁場刺魚30次。
292,薩納蘭刺魚能手3,在薩納蘭的21-30級漁場刺魚100次。
293,薩納蘭刺魚能手4,在薩納蘭的31-40級漁場刺魚200次。
294,薩納蘭刺魚能手5,在薩納蘭的41-50級漁場刺魚500次。
295,薩納蘭刺魚王,達成五個「薩納蘭刺魚能手」成就。
296,老哥布林的學徒1,成功鑲嵌魔晶石10次。
297,老哥布林的學徒2,成功鑲嵌魔晶石50次。
298,老哥布林的學徒3,成功鑲嵌魔晶石100次。
299,老哥布林的學徒4,成功鑲嵌魔晶石500次。
300,老哥布林的高徒,成功鑲嵌魔晶石1000次。
301,勇氣之主,成功將2顆魔晶石鑲嵌到同一個裝備上。
302,幸運之主,成功將3顆魔晶石鑲嵌到同一個裝備上。
303,強運之主,成功將4顆魔晶石鑲嵌到同一個裝備上。
304,命運女神的垂青,成功將5顆魔晶石鑲嵌到同一個裝備上。
305,思念的結晶1,成功用裝備精製魔晶石10次。
306,思念的結晶2,成功用裝備精製魔晶石50次。
307,思念的結晶3,成功用裝備精製魔晶石100次。
308,思念的結晶4,成功用裝備精製魔晶石500次。
309,重情重義的魔晶石師傅,成功用裝備精製魔晶石1000次。
310,從利姆薩·羅敏薩啟程,完成主線任務「森之都與沙之都」。
311,從格里達尼亞啟程,完成主線任務「海之都與沙之都」。
312,從烏爾達哈啟程,完成主線任務「海之都與森之都」。
313,一段往事,完成任何一個職業的30級職業任務。
314,戰爭的傳奇,完成「納爾札爾雙劍」「拳聖」「斬斷宿怨之日」「勇氣的證明」「毫無迷惘的眼瞳」五個職業任務。
315,魔法的傳奇,完成「領悟自然」「膽小之人的勇氣」「秘術最高級命題的證明」三個職業任務。
316,巧手的傳奇,完成「包容之心」「大富豪的訂單」「各自的前程」「孔雀石的希望之光」「傑作的使命」「熱戀男兒的決心」「毒藥的愉悅」「美食家羅羅力特的挑戰」八個職業任務。
317,大地的傳奇,完成「黑龍騰起風雲變」「自然的洗禮」「夜晚的釣線」三個職業任務。
318,經典的傳承,達成「戰爭的傳奇」「魔法的傳奇」「大地的傳奇」「巧手的傳奇」四個成就。
319,拉諾西亞的熱心腸,完成15個拉諾西亞地區的支線任務。
320,黑衣森林的熱心腸,完成15個黑衣森林地區的支線任務。
321,薩納蘭的熱心腸,完成15個薩納蘭地區的支線任務。
322,全心全意為人民服務,達成「拉諾西亞的熱心腸」「黑衣森林的熱心腸」「薩納蘭的熱心腸」三個成就。
323,喜歡理符的僱傭兵1,累計完成10次傭兵理符任務。
324,喜歡理符的僱傭兵2,累計完成20次傭兵理符任務。
325,喜歡理符的僱傭兵3,累計完成50次傭兵理符任務。
326,喜歡理符的僱傭兵4,累計完成100次傭兵理符任務。
327,喜歡理符的僱傭兵5,累計完成200次傭兵理符任務。
328,喜歡理符的僱傭兵6,累計完成500次傭兵理符任務。
329,百戰歷練的冒險行家,累計完成1000次傭兵理符任務。
330,喜歡理符的巧手人1,累計完成10次製作理符任務。
331,喜歡理符的巧手人2,累計完成20次製作理符任務。
332,喜歡理符的巧手人3,累計完成50次製作理符任務。
333,喜歡理符的巧手人4,累計完成100次製作理符任務。
334,喜歡理符的巧手人5,累計完成200次製作理符任務。
335,喜歡理符的巧手人6,累計完成500次製作理符任務。
336,天衣無縫的巧手匠人,累計完成1000次製作理符任務。
337,正義的執行者1,完成10個特殊部隊理符任務。
338,正義的執行者2,完成50個特殊部隊理符任務。
339,正義的執行者3,完成100個特殊部隊理符任務。
340,義憤填膺,完成500個特殊部隊理符任務。
341,特務隊員的職責1,完成5次公會令。
342,特務隊員的職責2,完成10次公會令。
343,特務隊員的職責3,完成20次公會令。
344,特務隊員的職責4,完成30次公會令。
345,特務隊員的職責5,完成50次公會令。
346,特務隊員的職責6,完成100次公會令。
347,特種老兵,完成200次公會令。
348,身經百戰的傭兵,在拉諾西亞、黑衣森林及薩納蘭的每個乙太之光和乙太之門各完成1個冒險理符傭兵任務。
349,傭兵傳奇：鬍鬚岩營地,在鬍鬚岩營地完成20個冒險理符傭兵任務。
350,傭兵傳奇：雪松原,在雪松原完成20個冒險理符傭兵任務。
351,傭兵傳奇：骷髏谷營地,在骷髏谷營地完成20個冒險理符傭兵任務。
352,傭兵傳奇：不毛丘營地,在不毛丘營地完成20個冒險理符傭兵任務。
353,傭兵傳奇：鮮血濱營地,在鮮血濱岩營地完成20個冒險理符傭兵任務。
354,傭兵傳奇：仙后岩洞,在仙后岩洞完成20個冒險理符傭兵任務。
355,傭兵傳奇：黑金湖營地,在黑金湖營地完成20個冒險理符傭兵任務。
356,拉諾西亞之利劍,在拉諾西亞的每個乙太之光和乙太之門各完成20個冒險理符傭兵任務。
357,傭兵傳奇：彎枝營地,在彎枝營地完成20個冒險理符傭兵任務。
358,傭兵傳奇：妖精火床,在妖精火床完成20個冒險理符傭兵任務。
359,傭兵傳奇：九藤營地,在九藤營地完成20個冒險理符傭兵任務。
360,傭兵傳奇：翠玉蘚營地,在翠玉蘚營地完成20個冒險理符傭兵任務。
361,傭兵傳奇：私語巨木,在私語巨木地完成20個冒險理符傭兵任務。
362,傭兵傳奇：姆恩·圖伊釀造庫,在姆恩·圖伊釀造庫完成20個冒險理符傭兵任務。
363,傭兵傳奇：恬靜路營地,在恬靜路營地完成20個冒險理符傭兵任務。
364,黑衣森林之利劍,在黑衣森林的每個乙太之光和乙太之門各完成20個冒險理符傭兵任務。
365,傭兵傳奇：黑塵營地,在黑塵營地完成20個冒險理符傭兵任務。
366,傭兵傳奇：納納瓦銀山,在納納瓦銀山完成20個冒險理符傭兵任務。
367,傭兵傳奇：枯骨營地,在枯骨營地完成20個冒險理符傭兵任務。
368,傭兵傳奇：日影地,在日影地完成20個冒險理符傭兵任務。
369,傭兵傳奇：地平營地,在地平營地完成20個冒險理符傭兵任務。
370,傭兵傳奇：豐饒神井,在豐饒神井完成20個冒險理符傭兵任務。
371,傭兵傳奇：穢水營地,在穢水營地完成20個冒險理符傭兵任務。
372,薩納蘭之利劍,在薩納蘭的每個乙太之光和乙太之門各完成20個冒險理符傭兵任務。
373,城邦同盟之利劍,達成「拉諾西亞之利劍」「黑衣森林之利劍」「薩納蘭之利劍」三個成就。
374,身經百戰的衛士,在拉諾西亞、黑衣森林及薩納蘭的每個乙太之光和乙太之門各完成1個討伐令。
375,衛士傳奇：鬍鬚岩營地,在鬍鬚岩營地完成10個討伐令。
376,衛士傳奇：雪松原,在雪松原完成10個討伐令。
377,衛士傳奇：骷髏谷營地,在骷髏谷營地完成10個討伐令。
378,衛士傳奇：不毛丘營地,在不毛丘營地完成10個討伐令。
379,衛士傳奇：鮮血濱營地,在鮮血濱岩營地完成10個討伐令。
380,衛士傳奇：仙后岩洞,在仙后岩洞完成10個討伐令。
381,衛士傳奇：黑金湖營地,在黑金湖營地完成10個討伐令。
382,拉諾西亞之堅盾,在拉諾西亞的每個乙太之光和乙太之門各完成10個討伐令。
383,衛士傳奇：彎枝營地,在彎枝營地完成10個討伐令。
384,衛士傳奇：妖精火床,在妖精火床完成10個討伐令。
385,衛士傳奇：九藤營地,在九藤營地完成10個討伐令。
386,衛士傳奇：翠玉蘚營地,在翠玉蘚營地完成10個討伐令。
387,衛士傳奇：私語巨木,在私語巨木地完成10個討伐令。
388,衛士傳奇：姆恩·圖伊釀造庫,在姆恩·圖伊釀造庫完成10個討伐令。
389,衛士傳奇：恬靜路營地,在恬靜路營地完成10個討伐令。
390,黑衣森林之堅盾,在黑衣森林的每個乙太之光和乙太之門各完成10個討伐令。
391,衛士傳奇：黑塵營地,在黑塵營地完成10個討伐令。
392,衛士傳奇：納納瓦銀山,在納納瓦銀山完成10個討伐令。
393,衛士傳奇：枯骨營地,在枯骨營地完成10個討伐令。
394,衛士傳奇：日影地,在日影地完成10個討伐令。
