key,1,2
20,玻璃匠基地的聯合工程即將動工。<hex:02100103>工程急需人手！歡迎各位協助者加入！,正在進行第一次基地擴建工程施工！<hex:02100103>工程急需人手！歡迎各位協助者加入！
21,玻璃匠岩窟的聯合工程即將動工。<hex:02100103>工程急需人手！歡迎各位協助者加入！,正在開展第一次宇宙飛線鋪設工程支援行動！<hex:02100103>工程急需人手！歡迎各位協助者加入！
22,玻璃匠基地東北方的聯合工程即將動工。<hex:02100103>工程急需人手！歡迎各位協助者加入！,正在開展居住艙安裝工程支援行動！<hex:02100103>工程急需人手！歡迎各位協助者加入！
23,玻璃匠基地東南方的聯合工程即將動工。<hex:02100103>工程急需人手！歡迎各位協助者加入！,正在開展能源設施建設工程支援行動！<hex:02100103>工程急需人手！歡迎各位協助者加入！
24,玻璃匠基地東南方的聯合工程即將動工。<hex:02100103>工程急需人手！歡迎各位協助者加入！,正在開展供水設施建設工程支援行動！<hex:02100103>工程急需人手！歡迎各位協助者加入！
25,玻璃匠基地西北方的聯合工程即將動工。<hex:02100103>工程急需人手！歡迎各位協助者加入！,正在開展第一次機甲庫擴建工程！<hex:02100103>工程急需人手！歡迎各位協助者加入！
26,平原地區的宇宙飛線工程即將完工。<hex:02100103>屆時工程對應的施工區域將禁止人員進入，敬請注意。,
27,千花山丘東南方的聯合工程即將動工。<hex:02100103>工程急需人手！歡迎各位協助者加入！,正在進行第一次升降機建設工程施工！<hex:02100103>工程急需人手！歡迎各位協助者加入！
28,膠囊峽谷東北方的聯合工程即將動工。<hex:02100103>工程急需人手！歡迎各位協助者加入！,正在進行第二次升降機建設工程施工！<hex:02100103>工程急需人手！歡迎各位協助者加入！
29,膠囊峽谷底部的宇宙飛線工程即將完工。<hex:02100103>屆時工程對應的施工區域將禁止人員進入，敬請注意。,
30,玻璃匠基地的聯合工程即將動工。<hex:02100103>工程急需人手！歡迎各位協助者加入！,正在進行第二次基地擴建工程施工！<hex:02100103>工程急需人手！歡迎各位協助者加入！
31,玻璃匠基地西北方的聯合工程即將動工。<hex:02100103>工程急需人手！歡迎各位協助者加入！,正在開展第二次機甲庫擴建工程！<hex:02100103>工程急需人手！歡迎各位協助者加入！
32,玻璃匠基地西南方的聯合工程即將動工。<hex:02100103>工程急需人手！歡迎各位協助者加入！,正在開展宇宙港建設工程支援行動！<hex:02100103>工程急需人手！歡迎各位協助者加入！
33,蛋白石十字口西北方的聯合工程即將動工。<hex:02100103>工程急需人手！歡迎各位協助者加入！,正在開展第一次能量集散設施建設工程！<hex:02100103>工程急需人手！歡迎各位協助者加入！
34,千花山丘西北方的聯合工程即將動工。<hex:02100103>工程急需人手！歡迎各位協助者加入！,正在開展第二次能量集散設施建設工程！<hex:02100103>工程急需人手！歡迎各位協助者加入！
35,玻礫河岸南部的聯合工程即將動工。<hex:02100103>工程急需人手！歡迎各位協助者加入！,正在開展冷卻無人機據點建設工程！<hex:02100103>工程急需人手！歡迎各位協助者加入！
36,熔火湧道的聯合工程即將動工。<hex:02100103>工程急需人手！歡迎各位協助者加入！,正在開展第一次冷卻熔融玻璃大作戰！<hex:02100103>工程急需人手！歡迎各位協助者加入！
37,熔火湧道的聯合工程即將動工。<hex:02100103>工程急需人手！歡迎各位協助者加入！,正在開展第二次冷卻熔融玻璃大作戰！<hex:02100103>工程急需人手！歡迎各位協助者加入！
38,熔火湧道的宇宙飛線工程即將完工。<hex:02100103>屆時工程對應的施工區域將禁止人員進入，敬請注意。,
39,玻璃匠基地的聯合工程即將動工。<hex:02100103>工程急需人手！歡迎各位協助者加入！,正在進行基地綜合設施擴建工程施工！<hex:02100103>工程急需人手！歡迎各位協助者加入！
40,,
41,,
42,,
43,,
44,,
45,,
46,,
47,,
48,,
49,,
50,,
51,,
52,,
53,,
54,,
55,,
