key,1
8,<hex:0248020803><hex:0249020403>前往迷宮吧——關於進入迷宮的兩種方法<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>第一種是<hex:0248020F03>和輔助隊員組成小隊單獨進入迷宮<hex:0248020103>，<hex:02100103>第二種是<hex:0248020F03>利用匹配功能與其他玩家組成小隊進入迷宮<hex:0248020103>。<hex:02100103><hex:02100103>當然，玩家也可以在進入迷宮前，事先與其他玩家組成小隊共同參與迷宮挑戰。<hex:02100103><hex:0248020F03>不管以上述何種方式進入迷宮，均可參與迷宮挑戰<hex:0248020103>。
9,<hex:0248020803><hex:0249020403>前往迷宮吧——善用輔助隊員挑戰迷宮<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>作為玩家，你可以憑藉<hex:0248020F03>輔助隊員<hex:0248020103>的協助，<hex:0248020F03>獨自挑戰迷宮<hex:0248020103>。<hex:02100103>我們將這個系統稱呼為<hex:0248020F03>劇情輔助器<hex:0248020103>。<hex:02100103><hex:02100103>可以使用劇情輔助器的迷宮，在入口處會設有<hex:0248020F03>進入點和劇情輔助器可用的圖標<hex:0248020103>。
10,<hex:0248020803><hex:0249020403>前往迷宮吧——善用輔助隊員挑戰迷宮·續<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>訪問進入點，選擇<hex:0248020F03>和輔助隊員進入<hex:0248020103>後，<hex:02100103>將會打開<hex:0248020F03>劇情輔助器窗口<hex:0248020103>。<hex:02100103><hex:02100103><hex:0248020F03>輔助隊員的職業或特職<hex:0248020103>會根據你當前的職業或特職<hex:0248020F03>自動調整<hex:0248020103>為最佳組合。<hex:02100103><hex:0248020F03>按下進入按鈕後<hex:0248020103>就可以與非玩家角色一同挑戰迷宮了！
11,<hex:0248020803><hex:0249020403>前往迷宮吧——與其他玩家組隊挑戰迷宮<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:0248020F03>任務搜尋器<hex:0248020103>是供<hex:0248020F03>不同玩家<hex:0248020103>組成小隊<hex:02100103>一起挑戰迷宮等任務的<hex:0248020F03>便利功能<hex:0248020103>。<hex:02100103><hex:02100103>訪問進入點，選擇<hex:0248020F03>與其他玩家一同進入<hex:0248020103>後，<hex:02100103>將會打開<hex:0248020F03>任務搜尋器窗口<hex:0248020103>。<hex:02100103><hex:0248020F03>勾選想要挑戰的迷宮名稱<hex:0248020103>，然後<hex:0248020F03>按下參加按鈕<hex:0248020103>，<hex:02100103>系統就會自動地將參加相同任務的玩家組成小隊。<hex:02100103>這個過程被稱為<hex:0248020F03>匹配<hex:0248020103>。
12,<hex:0248020803><hex:0249020403>前往迷宮吧——與其他玩家組隊挑戰迷宮·續<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>在<hex:0248020F03>匹配完成<hex:0248020103>時會有<hex:0248020F03>聲音提示，並彈出窗口<hex:0248020103>。<hex:02100103><hex:0248020F03>按下出發按鈕<hex:0248020103>就可以進行挑戰了！<hex:02100103><hex:02100103>通過匹配與你組成小隊的是<hex:0248020F03>同樣在這個世界展開冒險的其他玩家<hex:0248020103>。<hex:02100103>還請不要忘記向對方打聲招呼問候，比如「你好」「請多關照」之類的，<hex:02100103>與隊友齊心協力一起完成迷宮挑戰吧！
13,<hex:0248020803><hex:0249020403>可以挑戰的迷宮數量將會不斷增加！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>隨著你的冒險不斷推進，可以挑戰的迷宮數量也會不斷增加。<hex:02100103><hex:0248020F03>當前不可使用劇情輔助器的迷宮及任務<hex:0248020103>請多<hex:0248020F03>利用任務搜尋器<hex:0248020103>參與挑戰！<hex:02100103><hex:02100103>此外成功挑戰過的迷宮也可以重覆進行挑戰。<hex:02100103>可以從<hex:0248020F03>快捷指令<hex:0248020103>的<hex:0248020F03>任務情報<hex:0248020103>選單選擇<hex:0248020F03>任務搜尋器<hex:0248020103><hex:02100103>或<hex:0248020F03>劇情輔助器<hex:0248020103>再次進行挑戰。
14,<hex:0248020803><hex:0249020403>想要再次查看說明時<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>打開任務搜尋器或劇情輔助器窗口，<hex:02100103><hex:0248020F03>按下「？」按鈕<hex:0248020103>即可查看之前說明的內容。<hex:02100103><hex:02100103>以上兩項功能對推進劇情能起到重要的幫助！<hex:02100103>請充分利用這些功能，享受愉快的冒險旅程吧！
15,<hex:0248020803><hex:0249020403>開放了新型任務——多變迷宮！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:0248020F03>多變迷宮<hex:0248020103>需要和相關人物一起探索迷宮內的<hex:0248020F03>分歧路線<hex:0248020103>，<hex:02100103>找出藏在迷宮內的<hex:0248020F03>故事<hex:0248020103>。<hex:02100103><hex:02100103>找到的故事會一個一個記載到多變迷宮專用的筆記或記錄冊上。<hex:02100103><hex:02100103>迷宮中會有一些隱藏的分歧路線。<hex:02100103>發現所有的路線，找出藏在迷宮中的故事吧。
16,<hex:0248020803><hex:0249020403>一起探索的人數<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>多變迷宮可以以任意人數進行探索，但最多不得超過4人。<hex:02100103>難度將會根據探索人數進行<hex:0248020F03>自動調整<hex:0248020103>。<hex:02100103><hex:02100103>可以和熟知的同伴組隊進行探索，<hex:02100103>也可以通過自動匹配，與其他玩家組隊進行探索。<hex:02100103>當然，也可以單人進行探索，但是迷宮的難度可能會相對難一些。
17,<hex:0248020803><hex:0249020403>多變技能<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>在多變迷宮內可以使用「<hex:0248020F03>多變技能<hex:0248020103>」，<hex:02100103>以方便冒險者通過任意職業構成探索迷宮。<hex:02100103><hex:02100103>無論是防護職業還是進攻職業，都可以使用<hex:0248020F03>特殊的治療和復活<hex:0248020103>來擔任治療職業的職責，<hex:02100103>當然，其他的職業同樣也準備了不同的<hex:0248020F03>特殊技能<hex:0248020103>。<hex:02100103><hex:02100103>探索時可以使用2種不同的多變技能，也可以隨時通過專用的窗口更換多變技能。
18,<hex:0248020803><hex:0249020403>進入方法<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>進入多變迷宮時，需要與<hex:0248020F03>入口處的非玩家角色對話<hex:0248020103>，<hex:02100103>或者選擇快捷指令「任務情報」的「<hex:0248020F03>特殊迷宮探索器<hex:0248020103>」，<hex:02100103>打開專用的窗口進入多變迷宮。<hex:02100103><hex:02100103>有關多變技能的設定、閱讀已發現的故事以及特殊迷宮探索相關的內容，<hex:02100103>均可以在此專用窗口中進行操作。
19,<hex:0248020803><hex:0249020403>開拓無人島是可以讓你在專屬於自己的小島上自由地享受慢生活的玩法！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>你可以在島上探險尋找絕美的景點，也可以耕種一些作物或飼養一些動物。<hex:02100103>在南方的島上做自己喜歡做的事情，過上理想中的生活吧！
20,<hex:0248020803><hex:0249020403>■不存在職業/特職的限制<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>就算沒有開放能工巧匠和大地使者職業，<hex:02100103>也能不受限制地享受這裡的生活。<hex:02100103><hex:02100103>請穿上最喜歡的服裝開始開拓自己的無人島吧！
21,<hex:0248020803><hex:0249020403>■開拓經驗值與開拓等級<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>在無人島內進行活動會獲得開拓經驗值，<hex:02100103>當開拓經驗值積攢到一定程度後，將會提升開拓等級。<hex:02100103><hex:02100103>開拓等級上升後，能在島內做的事情也會逐漸變多。
22,<hex:0248020803><hex:0249020403>■開拓目標<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>在無人島內會顯示出開拓目標作為下一步行動的指引。<hex:02100103><hex:02100103>當不知道接下來該做什麼的時候，請參考開拓目標。
23,<hex:0248020803><hex:0249020403>解鎖了初學者學堂！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>初學者學堂為單人任務，在這裡，你可以學到組隊時各個職能所必需的基本操作。<hex:02100103><hex:02100103>該任務可從快捷指令的「任務情報」或「冒險者指導教官」處進入。<hex:02100103><hex:02100103>通關初學者學堂後即可獲得新的裝備，請多多學習，為今後的冒險打下基礎吧！
24,<hex:0248020803><hex:0249020403>初學者學堂增加了新的訓練！<hex:0249020103><hex:0248020103><hex:02100103>新增的訓練為單人訓練。你可以在訓練中學習戰鬥中常見的攻擊預兆，以及對應的處理方法。<hex:02100103><hex:02100103>該任務可從快捷指令的「任務情報」或「冒險者指導教官」處進入。<hex:02100103>點擊初學者學堂內的對應按鈕即可挑戰新的訓練。<hex:02100103><hex:02100103>請積極嘗試，多多學習，為今後的冒險打下基礎吧！
25,<hex:0248020803><hex:0249020403>■追加了新的探索型任務「蜃景幻界新月島」！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>在以探索被特殊魔法結界覆蓋的秘密島嶼為目標的任務<hex:0248020F03>「蜃景幻界新月島」<hex:0248020103>中，<hex:02100103>玩家既能參與多人協作與強敵展開大規模戰鬥，也可以少數人與島上棲息的怪物連續廝殺，<hex:02100103>這是一個能讓每位玩家都找到自己的方法來遊玩的探索任務。<hex:02100103>讓我們在了解過任務的特點後，一起解開蜃景幻界的謎團吧！<hex:02100103><hex:02100103>※在下一頁中，將會介紹的是「蜃景幻界新月島」獨有的特殊的規則。<hex:02100103>請務必仔細閱讀，以便充分體驗新的大規模任務。
26,<hex:0248020803><hex:0249020403>■用100級以上的戰鬥職業參與任務！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>蜃景幻界新月島中，只要<hex:0248020F03>等級達到100級的戰鬥職業<hex:0248020103>即可參加。<hex:02100103>進入任務需要裝備的平均品級達到690級，<hex:02100103>在參加任務時，當前裝備品級將被同步到700級。<hex:02100103><hex:02100103>另外，進入任務後，<hex:02100103>可以隨意切換其他等級達到了100級的戰鬥職業。
27,<hex:0248020803><hex:0249020403>■首先要提高知見等級！①<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>在蜃景幻界新月島中，<hex:02100103>有任務專用的等級系統<hex:0248020F03>「知見等級」<hex:0248020103>。<hex:02100103>通過在任務中成功挑戰大規模戰鬥，<hex:02100103>打敗島內的怪物即可獲得<hex:0248020F03>「知見」<hex:0248020103>經驗值。<hex:02100103>攢夠一定數量即可提升知見等級。
28,<hex:0248020803><hex:0249020403>■首先要提高知見等級！②<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>知見等級將會極大程度地對玩家與島內怪物的戰鬥結果造成影響。<hex:02100103>想要在島內自由探索，首先就需要提高知見等級！<hex:02100103><hex:02100103>※通過降低戰鬥中的知見等級差距，可以大幅增減造成和受到的傷害，<hex:02100103>因此選擇對手時請務必深思熟慮。
29,<hex:0248020803><hex:0249020403>■參加大規模戰鬥！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>在島內還會發生被稱為<hex:0248020F03>「緊急遭遇戰」<hex:0248020103>的，<hex:02100103>最多能有72人參加的大規模戰鬥。<hex:02100103>在戰鬥中取勝，便能獲得大量的「知見」以及品種繁多的其他報酬。<hex:02100103>緊急遭遇戰並不會受到知見等級影響，還請積極參加！<hex:02100103><hex:02100103>另外，在島上，「返回」會變成專用的<hex:0248020F03>「亞返回」<hex:0248020103>，想返回據點時不再受複唱時間限制。
30,
31,<hex:0248020803><hex:0249020403>參加了宇宙探索計劃！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103><hex:0248020F03>宇宙探索<hex:0248020103>是與同伺服器的玩家齊心協力，<hex:02100103>在月球及其他星球上進行探索和發展的任務！<hex:02100103><hex:02100103>運用製作和採集的技術，推進宇宙探索計劃吧！<hex:02100103><hex:02100103>隨著計劃推進，探索場景上會增加各種有助探索的新設施，<hex:02100103>同時，景觀也會發生變化。
32,<hex:0248020803><hex:0249020403>■職業和等級調整<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>宇宙探索是面向能工巧匠及大地使者的任務。<hex:02100103><hex:02100103>其中最為重要的「探索任務」擁有<hex:0248020F03>等級調整<hex:0248020103>功能，<hex:02100103>會根據玩家的等級調整任務的難度和報酬量。
33,<hex:0248020803><hex:0249020403>■探索場景中的特殊規則<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>在中控水晶的影響下，宇宙探索中，能工巧匠及大地使者的「衝刺」會變為「宇宙衝刺」，<hex:02100103>移動速度和持續時間都得到了加強。
34,<hex:0248020803><hex:0249020403>■使用探索觸控板吧！<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>在宇宙探索中，除了探索任務外，還有各種各樣的內容。<hex:02100103>這些內容的玩法可以在<hex:0248020F03>探索觸控板<hex:0249020103><hex:0248020103>的<hex:0248020F03>宇宙探索說明<hex:0249020103><hex:0248020103>中查看。<hex:02100103><hex:02100103>如果有不明白的地方，就看看探索觸控板吧！
35,<hex:0248020803><hex:0249020403>■進入探索場景<hex:0249020103><hex:0248020103><hex:02100103><hex:02100103>宇宙探索在專用的「探索場景」中進行。<hex:02100103><hex:02100103>和嘆息海最佳威兔洞的「駕行威」對話，<hex:02100103>便能前往宇宙探索的各探索場景。<hex:02100103>另外，通過最佳威兔洞的乙太之光，<hex:02100103>也可以前往最新的探索場景。<hex:02100103>探索場景在過於擁擠時，會生成多個副本區。
