key,1,2,3
197,,,
198,,,
199,,,
200,,,
201,,,
202,,,
203,,,
204,,,
205,,,
206,,,
207,,,
208,,,
209,,,
210,,,
211,,,
212,水中有像燈光一樣的眼睛游過！,像燈光一樣的眼睛不見了……,像燈光一樣的眼睛再次在水中游過！
213,,,
214,,,
215,從沙子深處感受到了強烈的視線！,強烈的視線消失了……,再次從沙子深處感受到了強烈的視線！
216,,,
217,,,
218,,,
219,,,
220,,,
221,,,
222,,,
223,,,
224,水中閃過翡翠色的光芒！,翡翠色的閃光不見了……,水中再次閃過翡翠色的光芒！
225,,,
226,,,
227,,,
228,,,
229,,,
230,,,
231,,,
232,水中有影子在劇烈翻滾！,水中劇烈翻滾的影子不見了……,水中的影子再次劇烈翻滾！
233,,,
234,,,
235,,,
236,,,
237,看到了一個像是魯加族的男性！,像是魯加族的男性不見了……,再次看到了一個像是魯加族的男性！
238,海面上閃耀著星辰般的神秘光輝！,星辰般的神秘光輝不見了……,海面上再次閃耀起星辰般的神秘光輝！
239,像是利維亞桑的身影從船下掠過！,像是利維亞桑的身影不見了……,像是利維亞桑的身影再次從船下掠過！
240,海底有像是珊瑚的東西在動！,像是珊瑚的東西不見了……,像是珊瑚的東西再次在海底動了起來！
241,海裡有像是甲胄反射的暗淡光輝！,像是甲胄反射的暗淡光輝不見了……,海裡再次出現像是甲胄反射的暗淡光輝！
242,海底有像是石塊的東西在動！,像是石塊的東西不見了……,像是石塊的東西再次在海底動了起來！
243,像是流星一般的赤紅色光芒從船下掠過！,像是流星一般的赤紅色光芒不見了……,像是流星一般的赤紅色光芒再次從船下掠過！
244,海裡有已滅絕生物的身影！,已滅絕生物的身影不見了……,海裡再次出現已滅絕生物的身影！
245,,,
246,從海裡感知到了凶暴的氣息！,凶暴的氣息消失了……,再次從海裡感知到了凶暴的氣息！
247,海裡有巨大觸手的影子從船下掠過！,巨大觸手的影子不見了……,海裡有巨大觸手的影子再次從船下掠過！
248,與像是哥布林族一樣的眼睛對視了！,像是哥布林族一樣的眼睛不見了……,再次與像是哥布林族一樣的眼睛對視了！
249,有不可能出現在海裡的生物從船下掠過！,不可能出現在海裡的生物不見了……,不可能出現在海裡的生物再次從船下掠過！
250,海裡有像是美麗葉子一樣的身影在跳舞！,像是葉子一樣的身影不見了……,像是美麗葉子一樣的身影再次在海中起舞！
251,從海裡傳來了像是在咬碎什麼東西的沉悶聲音！,沉悶的聲音消失了……,海裡再次傳來了沉悶的聲音！
252,,,
253,,,
254,,,
255,,,
256,,,
257,,,
258,,,
259,巨大的尾巴敲擊著水面！,水面的波紋似乎平靜下來了……,巨大的尾巴再次敲擊水面！
260,,,
261,,,
262,,,
263,,,
264,,,
265,,,
266,,,
267,,,
268,泉底的水草中傳來陣陣騷動！,水草平靜下來了……,泉底的水草中再次傳來陣陣騷動！
269,大型船隻一般的巨大影子突然出現在水中！,大型船隻一般的巨大影子不見了……,大型船隻一般的巨大影子再次出現在水中！
270,湖面的水開始凍上了！,凍住的湖面開始融化了……,湖面的水又開始凍上了！
271,,,
272,,,
273,,,
274,,,
275,,,
276,,,
277,,,
278,,,
279,,,
280,,,
281,,,
282,,,
283,,,
284,,,
285,感受到了龐大生靈遺留於此的情感！,龐大生靈留下的情感遠去了……,再次感受到了龐大生靈遺留於此的情感！
286,一個巨大的背鰭劃過了海面！,巨大的背鰭不見了……,巨大的背鰭再次劃過了海面！
287,感受到了船底附近有危險的氣息！,危險的氣息逐漸遠離了……,再次感受到了船底附近有危險的氣息！
288,水中有紅白相間像繩索一樣的東西游過！,紅白相間像繩索一樣的東西不見了……,紅白相間像繩索一樣的東西再次從水中游過！
289,海中有一抹蒼藍色的閃光穿過！,蒼藍色的閃光不見了……,一抹蒼藍色的閃光再次從海中穿過！
290,從海中感受到了類似老虎的氣息！,類似老虎的氣息消失了……,再次從海中感受到了類似老虎的氣息！
291,海水的溫度突然急速上升了！,海水的溫度回歸了正常……,海水的溫度再次急速上升了！
292,水草出現了奇怪的搖動！,水草重歸寂靜了……,水草再次出現奇怪的搖動！
293,從水中感受到了梅花的香氣！,梅花的香氣漸漸散去了……,再次從水中感受到了梅花的香氣！
294,,,
295,,,
296,,,
297,,,
298,,,
299,,,
300,,,
301,,,
302,,,
303,,,
304,,,
305,,,
306,,,
307,,,
308,,,
309,,,
310,,,
311,,,
312,,,
313,鬍鬚的影子甩過水麵！,鬍鬚的影子不見了……,鬍鬚的影子再次甩過水麵！
314,,,
315,,,
316,,,
317,,,
318,,,
319,,,
320,,,
321,,,
322,,,
323,,,
324,,,
325,,,
326,,,
327,,,
328,,,
329,水中掠過了大蛇一般的影子！,大蛇的影子不見了……,大蛇的影子再次出現了！
330,,,
331,,,
332,,,
333,高大城牆的影子在水中搖曳！,高大城牆的影子不見了……,高大城牆的影子再次在水中搖曳！
334,,,
335,,,
336,,,
10000,,,
10001,,,
10002,,,
10003,,,
10004,,,
10005,,,
10006,,,
10007,,,
10008,,,
10009,,,
10010,,,
10011,,,
10012,,,
10013,,,
10014,,,
10015,,,
10016,,,
10017,,,
10018,,,
10019,,,
10020,,,
10021,雲海中有扭曲的黑影掠過！,扭曲的黑影不見了……,扭曲的黑影再次掠過雲海！
10022,,,
10023,一瞬間觀察到了彷彿是以雷電般的速度穿梭於雲海的生物！,以雷電般的速度穿梭於雲海的生物不見了……,
10024,,,
10025,,,
10026,,,
10027,,,
10028,,,
10029,,,
10030,,,
10031,,,
10032,,,
10033,,,
10034,,,
10035,,,
10036,,,
10037,,,
10038,,,
10039,,,
10040,,,
10041,,,
10042,,,
10043,,,
10044,,,
10045,,,
10046,,,
10047,,,
10048,,,
10049,,,
10050,,,
10051,,,
10052,,,
10053,,,
10054,,,
10055,,,
10056,,,
10057,,,
10058,,,
10059,,,
10060,,,
10061,,,
10062,,,
10063,,,
10064,水中有發光的白色魚影閃過！,發光的白色魚影消失了……,水中有發光的白色魚影再次閃過！
10065,,,
10066,,,
10067,,,
10068,,,
10069,,,
10070,,,
10071,,,
10072,,,
10073,,,
10074,,,
10075,,,
10076,,,
10077,,,
10078,,,
10079,,,
10080,,,
10081,,,
10082,,,
10083,,,
10084,,,
10085,,,
10086,,,
10087,魔泉中有龍形影子掠過！,龍形影子不見了……,魔泉中有龍形影子再次掠過！
10088,,,
10089,,,
10090,,,
10091,,,
10092,,,
10093,,,
10094,,,
10095,,,
10096,,,
10097,,,
10098,,,
10099,,,
10100,,,
10101,,,
10102,,,
10103,,,
10104,,,
10105,,,
10106,,,
10107,,,
10108,,,
10109,,,
10110,,,
10111,,,
10112,,,
10113,,,
10114,,,
10115,,,
10116,,,
10117,,,
10118,,,
10119,,,
10120,,,
10121,,,
10122,,,
10123,,,
10124,,,
10125,,,
10126,,,
10127,,,
10128,,,
10129,水面上冒出一個白色的腦袋！,白色的腦袋不見了……,白色的腦袋又冒了出來！
10130,,,
10131,,,
10132,,,
10133,,,
10134,,,
10135,,,
10136,,,
10137,,,
10138,,,
10139,,,
10140,,,
10141,,,
10142,,,
10143,水中出現了巨大氣球般的影子！,巨大氣球般的影子消失了……,巨大氣球般的影子再次出現了！
10144,,,
10145,,,
10146,,,
10147,,,
10148,,,
10149,,,
10150,,,
10151,巨大的藍色尖刺劃過水面！,巨大的藍色尖刺消失了……,巨大的藍色尖刺再次劃過水面！
10152,熔融玻璃中有巨石在蠢動！,蠢動的巨石消失了……,熔融玻璃中再次出現了蠢動的巨石！
10153,,,
10154,,,
10155,,,
10156,,,
10157,,,
10158,,,
10159,,,
10160,,,
10161,,,
10162,,,
10163,,,
10164,,,
10165,,,
10166,,,
10167,,,
10168,,,
10169,,,
10170,,,
10171,,,
10172,,,
10173,,,
10174,,,
10175,,,
10176,,,
10177,,,
10178,,,
10179,,,
10180,,,
10181,,,
10182,,,
10183,,,
10184,,,
10185,,,
10186,,,
10187,,,
10188,,,
10189,,,
10190,,,
10191,,,
10192,,,
