key,5,6,7,8,9
8,/quickchat,/qchat,/快捷發言 快捷發言名 代名詞<hex:02100103>/quickchat、/qchat<hex:02100103>進行快捷發言。<hex:02100103>※只能在水晶衝突中使用。<hex:02100103>>>示例<hex:02100103>/快捷發言 攻擊<hex:02100103>發送快捷發言「攻擊」。<hex:02100103>/快捷發言 攻擊目標 <目標><hex:02100103>發送快捷發言「攻擊目標」加上當前所選目標的名字。,/快捷發言,/qchat
9,/bluespellbook,,/青魔法書 子命令<hex:02100103>/bluespellbook<hex:02100103>對青魔法進行有效技能設定。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>設定 青魔法名 開<hex:0249020103><hex:0248020103><hex:02100103>將指定青魔法設為有效技能。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>設定 青魔法名 關<hex:0249020103><hex:0248020103><hex:02100103>將指定青魔法從有效技能中解除。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>預設 有效技能組序號(1-5)<hex:0249020103><hex:0248020103><hex:02100103>換上指定序號的有效技能組。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>撤除<hex:0249020103><hex:0248020103><hex:02100103>將當前設定的有效技能全解除。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>開啟或關閉青魔法書。<hex:02100103><hex:02100103>>>示例<hex:02100103>/青魔法書 設定 水砲<hex:02100103>將青魔法水砲設為有效技能或從有效技能中解除。<hex:02100103>/青魔法書 預設 2<hex:02100103>將有效技能變為預設好的有效技能組2。,/青魔法書,/bluespellbook
10,/magiaattack,,/魔素板攻勢 代名詞<hex:02100103>/magiaattack<hex:02100103>將魔素板的屬性切換為攻擊時克制當前目標的屬性。代名詞可省略。<hex:02100103><hex:02100103>>>示例<hex:02100103>/魔素板攻勢 <目標><hex:02100103>將魔素板的屬性切換為攻擊時克制當前目標的屬性。,/魔素板攻勢,
11,/magiadefense,,/魔素板守勢 代名詞<hex:02100103>/magiadefense<hex:02100103>將魔素板的屬性切換為與當前目標相同的屬性利於防禦。代名詞可省略。<hex:02100103><hex:02100103>>>示例<hex:02100103>/魔素板守勢 <目標><hex:02100103>將魔素板的屬性切換為與當前目標相同的屬性。,/魔素板守勢,
12,/magiaauto,,/魔素板自動 子命令<hex:02100103>/magiaauto<hex:02100103>修改魔素板的自動調整設定。啟用時會在選中目標後自動切換魔素屬性。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>攻勢(atk)<hex:0249020103><hex:0248020103><hex:02100103>向利於攻擊的屬性自動調整。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>守勢(def)<hex:0249020103><hex:0248020103><hex:02100103>向利於防禦的屬性自動調整。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>關閉自動調整功能。<hex:02100103><hex:02100103>>>示例<hex:02100103>/魔素板自動 攻勢<hex:02100103>選中敵人時魔素板會自動切換到利於攻擊的屬性。,/魔素板自動,
13,/cwlinkshell1,/cwl1,/跨服貝頻道1(/跨1) 發言內容<hex:02100103>/cwlinkshell1、/cwl1<hex:02100103>向跨服通訊貝頻道1內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。<hex:02100103>只輸入「/跨服貝頻道1(/跨1)」可將預設聊天頻道變更為跨服通訊貝頻道1。<hex:02100103>>>示例<hex:02100103><hex:02100103>/跨1 大家好！<hex:02100103>在跨服通訊貝頻道1中發送消息「大家好！」。<hex:02100103>/跨1<hex:02100103>將預設聊天頻道變更為跨服通訊貝頻道1。,/跨服貝頻道1,/跨1
14,/cwlinkshell2,/cwl2,/跨服貝頻道2(/跨2) 發言內容<hex:02100103>/cwlinkshell2、/cwl2<hex:02100103>向跨服通訊貝頻道2內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。<hex:02100103>只輸入「/跨服貝頻道2(/跨2)」可將預設聊天頻道變更為跨服通訊貝頻道2。<hex:02100103>>>示例<hex:02100103><hex:02100103>/跨2 大家好！<hex:02100103>在跨服通訊貝頻道2中發送消息「大家好！」。<hex:02100103>/跨2<hex:02100103>將預設聊天頻道變更為跨服通訊貝頻道2。,/跨服貝頻道2,/跨2
15,/cwlinkshell3,/cwl3,/跨服貝頻道3(/跨3) 發言內容<hex:02100103>/cwlinkshell3、/cwl3<hex:02100103>向跨服通訊貝頻道3內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。<hex:02100103>只輸入「/跨服貝頻道3(/跨3)」可將預設聊天頻道變更為跨服通訊貝頻道3。<hex:02100103>>>示例<hex:02100103><hex:02100103>/跨3 大家好！<hex:02100103>在跨服通訊貝頻道3中發送消息「大家好！」。<hex:02100103>/跨3<hex:02100103>將預設聊天頻道變更為跨服通訊貝頻道3。,/跨服貝頻道3,/跨3
16,/cwlinkshell4,/cwl4,/跨服貝頻道4(/跨4) 發言內容<hex:02100103>/cwlinkshell4、/cwl4<hex:02100103>向跨服通訊貝頻道4內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。<hex:02100103>只輸入「/跨服貝頻道4(/跨4)」可將預設聊天頻道變更為跨服通訊貝頻道4。<hex:02100103>>>示例<hex:02100103><hex:02100103>/跨4 大家好！<hex:02100103>在跨服通訊貝頻道4中發送消息「大家好！」。<hex:02100103>/跨4<hex:02100103>將預設聊天頻道變更為跨服通訊貝頻道4。,/跨服貝頻道4,/跨4
17,/cwlinkshell5,/cwl5,/跨服貝頻道5(/跨5) 發言內容<hex:02100103>/cwlinkshell5、/cwl5<hex:02100103>向跨服通訊貝頻道5內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。<hex:02100103>只輸入「/跨服貝頻道5(/跨5)」可將預設聊天頻道變更為跨服通訊貝頻道5。<hex:02100103>>>示例<hex:02100103><hex:02100103>/跨5 大家好！<hex:02100103>在跨服通訊貝頻道5中發送消息「大家好！」。<hex:02100103>/跨5<hex:02100103>將預設聊天頻道變更為跨服通訊貝頻道5。,/跨服貝頻道5,/跨5
18,/cwlinkshell6,/cwl6,/跨服貝頻道6(/跨6) 發言內容<hex:02100103>/cwlinkshell6、/cwl6<hex:02100103>向跨服通訊貝頻道6內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。<hex:02100103>只輸入「/跨服貝頻道6(/跨6)」可將預設聊天頻道變更為跨服通訊貝頻道6。<hex:02100103>>>示例<hex:02100103><hex:02100103>/跨6 大家好！<hex:02100103>在跨服通訊貝頻道6中發送消息「大家好！」。<hex:02100103>/跨6<hex:02100103>將預設聊天頻道變更為跨服通訊貝頻道6。,/跨服貝頻道6,/跨6
19,/cwlinkshell7,/cwl7,/跨服貝頻道7(/跨7) 發言內容<hex:02100103>/cwlinkshell7、/cwl7<hex:02100103>向跨服通訊貝頻道7內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。<hex:02100103>只輸入「/跨服貝頻道7(/跨7)」可將預設聊天頻道變更為跨服通訊貝頻道7。<hex:02100103>>>示例<hex:02100103><hex:02100103>/跨7 大家好！<hex:02100103>在跨服通訊貝頻道7中發送消息「大家好！」。<hex:02100103>/跨7<hex:02100103>將預設聊天頻道變更為跨服通訊貝頻道7。,/跨服貝頻道7,/跨7
20,/cwlinkshell8,/cwl8,/跨服貝頻道8(/跨8) 發言內容<hex:02100103>/cwlinkshell8、/cwl8<hex:02100103>向跨服通訊貝頻道8內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。<hex:02100103>只輸入「/跨服貝頻道8(/跨8)」可將預設聊天頻道變更為跨服通訊貝頻道8。<hex:02100103>>>示例<hex:02100103><hex:02100103>/跨8 大家好！<hex:02100103>在跨服通訊貝頻道8中發送消息「大家好！」。<hex:02100103>/跨8<hex:02100103>將預設聊天頻道變更為跨服通訊貝頻道8。,/跨服貝頻道8,/跨8
21,/graphicpresets,/gpresets,/映像設定預設 預設組編號<hex:02100103>/graphicpresets、/gpreset<hex:02100103>將映像設定切換為預設設定。<hex:02100103><hex:02100103>>>預設組編號（1-5）<hex:02100103>1：標準品質（筆記型電腦）<hex:02100103>2：標準品質（桌上電腦）<hex:02100103>3：高品質（筆記型電腦）<hex:02100103>4：高品質（桌上電腦）<hex:02100103>5：最高品質<hex:02100103><hex:02100103>示例<hex:02100103>/映像設定預設 1<hex:02100103>將映像設定切換為「標準品質（筆記型電腦）」。,/映像設定預設,
22,/fellowship,/fs,/同好會<hex:02100103>/fellowship、/fs<hex:02100103>打開同好會窗口。,/同好會,
23,/fellowshipfinder,/fsfinder,/同好招募<hex:02100103>/fellowshipfinder、/fsfinder<hex:02100103>打開同好招募窗口。,/同好招募,
24,/collection,/coll,/重要物品<hex:02100103>/collection、/coll<hex:02100103>打開重要物品視窗。,/重要物品,
25,/newgame+,/ng+,/昔日重現模式<hex:02100103>/newgame+、/ng+<hex:02100103>打開昔日重現模式窗口。,/昔日重現模式,
26,/dice,,/擲骰 聊天頻道 上限值<hex:02100103>/dice<hex:02100103>從0～999中隨機抽取一個數字發送到當前或指定聊天頻道。<hex:02100103>>>可指定頻道：<hex:02100103>小隊(party)<hex:02100103>團隊(alliance)<hex:02100103>部隊(freecompany)<hex:02100103>戰隊(pvpteam)<hex:02100103>通訊貝1-8(linkshell1-8)<hex:02100103>跨服貝1-8(cwlinkshell1-8)<hex:02100103>省略輸入指定頻道時，會在當前頻道發言。<hex:02100103>※設成宏使用時必須指定聊天頻道。<hex:02100103><hex:02100103>>>上限值（2～999）<hex:02100103>在隨機抽選數字時指定上限值。指定上限值後，數字將從（1～上限值）的範圍內抽選。省略上限值時則從（0～999）的範圍內進行抽選。<hex:02100103>>>示例<hex:02100103>/擲骰<hex:02100103>在當前聊天頻道發送隨機擲骰數字。<hex:02100103>/擲骰 16<hex:02100103>在當前聊天頻道發送從1～16範圍內的隨機擲骰數字。<hex:02100103>/擲骰 跨服貝1<hex:02100103>在跨服通訊貝1發送隨機擲骰數字。<hex:02100103>/擲骰 跨服貝1 16<hex:02100103>在跨服通訊貝1～16中發送隨機擲骰數字。,/擲骰,
27,,,,,
28,/nameplatedisp,,/名牌顯示 對象 設定代號/nameplatedisp<hex:02100103>進行玩家名牌顯示設定。<hex:02100103>>>對象<hex:02100103>全部(all)<hex:02100103>所有玩家為對象<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>自己<hex:0249020103><hex:0248020103>(self)<hex:02100103>自身為對象<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>小隊<hex:0249020103><hex:0248020103>(party)<hex:02100103>小隊成員為對象<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>團隊<hex:0249020103><hex:0248020103>(alliance)<hex:02100103>團隊成員為對象<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>他人<hex:0249020103><hex:0248020103>(other)<hex:02100103>其他人為對象<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>好友<hex:0249020103><hex:0248020103>(friend)<hex:02100103>好友為對象<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>水晶衝突<hex:0249020103><hex:0248020103>(feast)<hex:02100103>水晶衝突中的敵人為對象<hex:02100103><hex:02100103>>>設定代號1-5<hex:02100103>1:一直顯示<hex:02100103>2:戰鬥時顯示<hex:02100103>3:選為目標時顯示<hex:02100103>4:不顯示<hex:02100103>5:非戰鬥時顯示<hex:02100103><hex:02100103>>>示例<hex:02100103>/名牌顯示 全部 4<hex:02100103>將所有玩家的名牌顯示設定改為不顯示。,/名牌顯示,
29,/fashion,,/時尚配飾 時尚配飾名<hex:02100103>/fashion<hex:02100103>使用指定的時尚配飾。<hex:02100103><hex:02100103>>>示例<hex:02100103>/時尚配飾 陽傘<hex:02100103>使用時尚配飾「陽傘」。,/時尚配飾,
30,/fashionguide,,/時尚配飾一覽<hex:02100103>/fashionlist、/fashionguide<hex:02100103>打開時尚配飾選單。,/時尚配飾一覽,/fashionlist
31,/officialsite,/site,/官方網站<hex:02100103>/officialsite、/site<hex:02100103>打開官方網站選單。,/官方網站,
32,//setGearset,,//setGearset<hex:02100103>リアルイベント用コマンド。<hex:02100103>アーマリーチェスト內のアイテムをもとに、自動的にバトルジョブのギアセットを生成する。,,
33,/petmirage,,/召喚獸投影 召喚獸的名字 外貌<hex:02100103>/petmirage、/egimirage<hex:02100103>可以改變接下來召喚的召喚獸外貌。<hex:02100103>但在對戰任務中無效。<hex:02100103>>>召喚獸的名字<hex:02100103>寶石獸<hex:02100103>迦樓羅之靈<hex:02100103>泰坦之靈<hex:02100103>伊弗利特之靈<hex:02100103>朝日小仙女<hex:02100103>>>外貌<hex:02100103>寶石獸<hex:02100103>綠寶石獸<hex:02100103>黃寶石獸<hex:02100103>紅寶石獸<hex:02100103>伊弗利特之靈<hex:02100103>泰坦之靈<hex:02100103>迦樓羅之靈<hex:02100103>夕月小仙女<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>省略外貌或在外貌處輸入「撤除(clear)」<hex:0249020103><hex:0248020103><hex:02100103>召喚獸會恢復原狀。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>顯示召喚獸的外貌設定列表。<hex:02100103><hex:02100103>>>示例<hex:02100103>/召喚獸投影 迦樓羅之靈 紅寶石獸<hex:02100103>將迦樓羅之靈的外貌變成紅寶石獸。<hex:02100103>/召喚獸投影 迦樓羅之靈<hex:02100103>將迦樓羅之靈的外貌恢復原狀。<hex:02100103>/召喚獸投影<hex:02100103>顯示召喚獸的外貌設定列表。,/召喚獸投影,/petmirage
34,/petsize,,/召喚獸尺寸 召喚獸的名字 尺寸<hex:02100103>/petsize<hex:02100103>變更特定召喚獸的尺寸。<hex:02100103>本設定在對戰區域內無效。<hex:02100103>另外，本設定只對自身生效，無法改變他人的召喚獸尺寸。<hex:02100103><hex:02100103>>>召喚獸的名字<hex:02100103>亞靈神巴哈姆特<hex:02100103>亞靈神不死鳥<hex:02100103>紅寶石伊弗利特<hex:02100103>黃寶石泰坦<hex:02100103>綠寶石迦樓羅<hex:02100103>烈日巴哈姆特<hex:02100103>全部<hex:02100103><hex:02100103>>>尺寸<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>大<hex:0249020103><hex:0248020103><hex:02100103>　將召喚獸的顯示尺寸變為「大」。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>中<hex:0249020103><hex:0248020103><hex:02100103>　將召喚獸的顯示尺寸變為「中」。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>小<hex:0249020103><hex:0248020103><hex:02100103>　將召喚獸的顯示尺寸變為「小」。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　按「小→中→大」的順序切換設定。當尺寸目標為全部時，返回錯誤。<hex:02100103>>>示例<hex:02100103>/召喚獸尺寸 亞靈神巴哈姆特 中<hex:02100103>　將亞靈神巴哈姆特的尺寸變為「中」。<hex:02100103>/召喚獸尺寸 全部 小<hex:02100103>　所有召喚獸的顯示尺寸全部變為「小」。,/召喚獸尺寸,
35,/ridepillion,,/共同騎乘 隊員編號 座位編號<hex:02100103>/ridepillion<hex:02100103>搭乘所選隊員的坐騎。<hex:02100103><hex:02100103>>>座位編號（1-7）<hex:02100103>坐在指定座位編號的位置上。如果指定的座位已經填滿，則會自動選擇空著的座位。如果省略子命令，則會嘗試坐在座位編號1的位置。<hex:02100103><hex:02100103>>>示例<hex:02100103>/共同騎乘 <2> 1<hex:02100103>搭乘小隊內編號為2的隊員的坐騎，並坐在座位編號為1的位置。,/共同騎乘,
36,/patchnote,,/版本更新筆記<hex:02100103>/patchnote<hex:02100103>打開官方網站中的版本更新筆記頁面。<hex:02100103>此時將啟動瀏覽器。,/版本更新筆記,
37,/portrait,,/肖像<hex:02100103>/portrait<hex:02100103>打開肖像編輯選單。,/肖像,
38,/adventurerplate,/myplate,/冒險者銘牌<hex:02100103>/adventurerplate、/myplate<hex:02100103>打開自己的冒險者銘牌。,/冒險者銘牌,
39,/rclickpc,,/右鍵不可選中玩家 子命令<hex:02100103>/rclickpc <hex:02100103>設定右鍵不可選中玩家角色作為目標。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>　啟用右鍵不可選中玩家設定。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>　關閉右鍵不可選中玩家設定。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在開啟與關閉之間切換。,/右鍵不可選中玩家,
40,/rclickbattlenpc,,/右鍵不可選中非玩家角色 子命令<hex:02100103>/rclickbattlenpc <hex:02100103>設定右鍵不可選中敵方或我方非玩家角色作為目標。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>　啟用右鍵不可選中非玩家設定。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>　關閉右鍵不可選中非玩家設定。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在開啟與關閉之間切換。,/右鍵不可選中非玩家角色,
41,/rclickminion,,/右鍵不可選中寵物 子命令<hex:02100103>/rclickminion <hex:02100103>設定右鍵不可選中寵物作為目標。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>　啟用右鍵不可選中寵物設定。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>　關閉右鍵不可選中寵物設定。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在開啟與關閉之間切換。,/右鍵不可選中寵物,
42,/facewear,,/面部配飾 「面部配飾名」<hex:02100103>/faceaccessory、/facewear<hex:02100103>裝備指定的面部配飾。<hex:02100103>>>示例<hex:02100103>/faceaccessory 橢圓眼鏡<hex:02100103>裝備面部配飾「橢圓眼睛」。,/面部配飾,/faceaccessory
43,/mutelist,,/屏蔽列表<hex:02100103>/mutelist<hex:02100103>打開屏蔽列表。,/屏蔽列表,
44,/termfilter,,/屏蔽詞<hex:02100103>/wordfilter、/termfilter<hex:02100103>打開屏蔽詞一覽。,/屏蔽詞,/wordfilter
45,/facewearlist,,/面部配飾選單<hex:02100103>/faceaccessorylist、/facewearlist<hex:02100103>打開面部配飾選單。,/面部配飾選單,/faceaccessorylist
46,/visualalerts,,/聲音的視覺表現 子命令<hex:02100103>/visualalerts<hex:02100103>設定聲音的視覺表現。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>將視覺表現設定為有效。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>將視覺表現設定為無效。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>在開啟與關閉之間切換。,/聲音的視覺表現,
47,/colorfiltering,,/色覺多樣性 子命令<hex:02100103>/colorfiltering<hex:02100103>設定色覺多樣性：顏色輔助。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>將色覺多樣性：顏色輔助設定為有效。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>將色覺多樣性：顏色輔助設定為無效。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>在開啟與關閉之間切換。,/色覺多樣性,
48,/autotargetpriority,,/自動選中目標 子命令<hex:02100103>/autotargetpriority<hex:02100103>設定發動敵對性質技能時自動選中目標。<hex:02100103>>>子命令<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開(on)<hex:0249020103><hex:0248020103><hex:02100103>將發動敵對性質技能時自動選中目標設定為有效。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關(off)<hex:0249020103><hex:0248020103><hex:02100103>將發動敵對性質技能時自動選中目標設定為無效。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>在開啟與關閉之間切換。,/自動選中目標,
49,/vieraears,/vears,/維埃拉耳朵<hex:02100103>/vieraears、/vears<hex:02100103>切換是否顯示維埃拉族的耳朵。<hex:02100103>※僅對已經實裝了切換耳部顯示功能的裝備有效。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>開<hex:0249020103><hex:0248020103><hex:02100103>　顯示維埃拉族的耳部。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>關<hex:0249020103><hex:0248020103><hex:02100103>　不顯示維埃拉族的耳部。<hex:02100103><hex:024804F201FA03><hex:024904F201FB03>無子命令<hex:0249020103><hex:0248020103><hex:02100103>　在開啟和關閉之間切換。<hex:02100103>,/維埃拉耳朵,/vieraears
50,/quickpanel,,/快捷面板<hex:02100103>/quickpanel<hex:02100103>打開快捷面板窗口。,/快捷面板,/quickpanel
51,/strategyboard,,/戰術板<hex:02100103>/strategyboard<hex:02100103>打開戰術板窗口。,/戰術板,/strategyboard
52,,,,,
53,,,,,
54,,,,,
55,,,,,
56,,,,,
57,,,,,
58,,,,,
59,,,,,
60,,,,,
61,,,,,
62,,,,,
63,,,,,
64,,,,,
65,,,,,
66,,,,,
67,,,,,
68,,,,,
69,,,,,
70,,,,,
71,,,,,
72,,,,,
73,,,,,
74,,,,,
75,,,,,
76,,,,,
77,,,,,
78,,,,,
79,,,,,
80,,,,,
81,,,,,
82,,,,,
83,,,,,
84,,,,,
85,,,,,
86,,,,,
87,,,,,
88,,,,,
89,,,,,
90,,,,,
91,/pvpteam,/pt,/戰隊頻道(/戰) 發言內容<hex:02100103>/pvpteam、/pt<hex:02100103>向同一戰隊內的全體成員發送聊天消息，無論離多遠、無論在哪個地區都可以看到。<hex:02100103>只輸入「/戰隊頻道(/戰)」可將預設聊天頻道變更為戰隊頻道。<hex:02100103>>>示例<hex:02100103><hex:02100103>/戰 我來啦！<hex:02100103>在戰隊頻道中發送消息「我來啦！」。<hex:02100103>/戰<hex:02100103>將預設聊天頻道變更為戰隊頻道。,/戰隊頻道,/戰
92,/cwlinkshell,/cwl,/跨服貝頻道(/跨) 發言內容<hex:02100103>/cwlinkshell、/cwl<hex:02100103>向常用跨服通訊貝內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。<hex:02100103>只輸入「/跨服貝頻道(/跨)」可將預設聊天頻道變更為常用跨服通訊貝頻道。<hex:02100103>>>示例<hex:02100103><hex:02100103>/跨 大家好！<hex:02100103>在常用跨服通訊貝頻道中發送消息「大家好！」。<hex:02100103>/跨<hex:02100103>將預設聊天頻道變更為常用跨服通訊貝頻道。,/跨服貝頻道,/跨
93,,,,,
94,,,,,
95,,,,,
96,,,,,
97,,,,,
98,,,,,
99,,,,,
100,,,,,
101,/beginner,/b,/新人頻道(/新) 發言內容<hex:02100103>/beginner、/b<hex:02100103>向參加新人頻道的所有玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。<hex:02100103>只輸入「/新人頻道(/新)」可將預設聊天頻道變更為新人頻道。<hex:02100103>>>示例<hex:02100103>/新人頻道 你好。<hex:02100103>在新人頻道發送「你好。」的聊天消息。<hex:02100103>/新人頻道<hex:02100103>將預設聊天頻道變更為新人頻道。,/新人頻道,/新
102,/say,/s,/說話頻道(/說) 發言內容<hex:02100103>/say、/s<hex:02100103>讓身邊小範圍內的玩家看到自己的發言。<hex:02100103>只輸入「/說話頻道(/說)」可將預設聊天頻道變更為說話頻道。,/說話頻道,/說
103,/shout,/sh,/喊話頻道(/喊) 發言內容<hex:02100103>/shout、/sh<hex:02100103>讓當前所在區域的所有玩家看到自己的發言。,/喊話頻道,/喊
104,/tell,/t,/悄悄話頻道(/悄) 玩家名@伺服器名 發言內容<hex:02100103>/tell、/t<hex:02100103>向和自己屬於同一伺服器的指定玩家發送聊天消息。<hex:02100103>跨伺服器發送時只能對好友或正在募集隊員的隊長生效。<hex:02100103>只輸入「/悄悄話頻道(/悄) 玩家名@伺服器名」可將預設聊天頻道變更為對該玩家的悄悄話頻道。<hex:02100103>>>示例<hex:02100103>/悄 阿魯瑪@萌芽池 你好。<hex:02100103>對萌芽池伺服器的阿魯瑪發送「你好。」的聊天消息。,/悄悄話頻道,/悄
105,/party,/p,/小隊頻道(/隊) 發言內容<hex:02100103>/party、/p<hex:02100103>向同一小隊內的全體成員發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。<hex:02100103>只輸入「/小隊頻道(/隊)」可將預設聊天頻道變更為小隊頻道。,/小隊頻道,/隊
106,/linkshell,/l,/通訊貝頻道(/訊) 發言內容<hex:02100103>/linkshell、/l<hex:02100103>向常用通訊貝內的玩家發送聊天消息，無論離多遠、是不是在同一地圖都可以看到。<hex:02100103>只輸入「/通訊貝頻道(/訊)」可將預設聊天頻道變更為常用通訊貝頻道。,/通訊貝頻道,/訊
107,/linkshell1,/l1,/通訊貝頻道1(/訊1) 發言內容<hex:02100103>/linkshell1、/l1<hex:02100103>向１號通訊貝內的玩家發送聊天訊息，無論離多遠、無論在哪個地區都可以看到。,/通訊貝頻道1,/訊1
108,/linkshell2,/l2,/通訊貝頻道2(/訊2) 發言內容<hex:02100103>/linkshell2、/l2<hex:02100103>向２號通訊貝內的玩家發送聊天訊息，無論離多遠、無論在哪個地區都可以看到。,/通訊貝頻道2,/訊2
109,/linkshell3,/l3,/通訊貝頻道3(/訊3) 發言內容<hex:02100103>/linkshell3、/l3<hex:02100103>向３號通訊貝內的玩家發送聊天訊息，無論離多遠、無論在哪個地區都可以看到。,/通訊貝頻道3,/訊3
