2025,雕金初級N-1,0
2026,雕金初級N-2,0
2027,雕金初級N-3,0
2028,雕金初級N-4,0
2029,雕金初級N-5,0
2030,雕金初級N-6,0
2031,雕金初級N-7,0
2032,雕金初級N-8,0
2033,製革初級N-1,0
2034,製革初級N-2,0
2035,製革初級N-3,0
2036,製革初級N-4,0
2037,製革初級N-5,0
2038,製革初級N-6,0
2039,製革初級N-7,0
2040,製革初級N-8,0
2041,裁衣初級N-1,0
2042,裁衣初級N-2,0
2043,裁衣初級N-3,0
2044,裁衣初級N-4,0
2045,裁衣初級N-5,0
2046,裁衣初級N-6,0
2047,裁衣初級N-7,0
2048,裁衣初級N-8,0
2049,煉金初級N-1,0
2050,煉金初級N-2,0
2051,煉金初級N-3,0
2052,煉金初級N-4,0
2053,煉金初級N-5,0
2054,煉金初級N-6,0
2055,煉金初級N-7,0
2056,煉金初級N-8,0
2057,烹調初級N-1,0
2058,烹調初級N-2,0
2059,烹調初級N-3,0
2060,烹調初級N-4,0
2061,烹調初級N-5,0
2062,烹調初級N-6,0
2063,烹調初級N-7,0
2064,烹調初級N-8,0
2065,採礦初級N-1,0
2066,採礦初級N-2,0
2067,採礦初級N-3,0
2068,採礦初級N-4,0
2069,採礦初級N-5,0
2070,採礦初級N-6,0
2071,採礦初級N-7,0
2072,採礦初級N-8,0
2073,園藝初級N-1,0
2074,園藝初級N-2,0
2075,園藝初級N-3,0
2076,園藝初級N-4,0
2077,園藝初級N-5,0
2078,園藝初級N-6,0
2079,園藝初級N-7,0
2080,園藝初級N-8,0
2081,捕魚初級N-1,0
2082,捕魚初級N-2,0
2083,捕魚初級N-3,0
2084,捕魚初級N-4,0
2085,捕魚初級N-5,0
2086,捕魚初級N-6,0
2087,捕魚初級N-7,0
2088,捕魚初級N-8,0
3000,,
3001,刻木工具,0
3002,鍛鐵工具,0
3003,鑄甲工具,0
3004,雕金工具,0
3005,製革工具,0
3006,裁衣工具,0
3007,煉金工具,0
3008,烹調工具,0
3009,採礦工具,0
3010,園藝工具,0
3011,捕魚用具,0
4000,,
4001,刻木數據I,0
4002,刻木數據II,0
4003,刻木數據III,0
4004,刻木數據IV,0
4005,鍛鐵數據I,0
4006,鍛鐵數據II,0
4007,鍛鐵數據III,0
4008,鍛鐵數據IV,0
4009,鑄甲數據I,0
4010,鑄甲數據II,0
4011,鑄甲數據III,0
4012,鑄甲數據IV,0
4013,雕金數據I,0
4014,雕金數據II,0
4015,雕金數據III,0
4016,雕金數據IV,0
4017,製革數據I,0
4018,製革數據II,0
4019,製革數據III,0
4020,製革數據IV,0
4021,裁衣數據I,0
4022,裁衣數據II,0
4023,裁衣數據III,0
4024,裁衣數據IV,0
4025,煉金數據I,0
4026,煉金數據II,0
4027,煉金數據III,0
4028,煉金數據IV,0
4029,烹調數據I,0
4030,烹調數據II,0
4031,烹調數據III,0
4032,烹調數據IV,0
4033,採礦數據I,0
4034,採礦數據II,0
4035,採礦數據III,0
4036,採礦數據IV,0
4037,園藝數據I,0
4038,園藝數據II,0
4039,園藝數據III,0
4040,園藝數據IV,0
4041,捕魚數據I,0
4042,捕魚數據II,0
4043,捕魚數據III,0
4044,捕魚數據IV,0
4045,刻木數據V,0
4046,鍛鐵數據V,0
4047,鑄甲數據V,0
4048,雕金數據V,0
4049,製革數據V,0
4050,裁衣數據V,0
4051,煉金數據V,0
4052,烹調數據V,0
4053,採礦數據V,0
4054,園藝數據V,0
4055,捕魚數據V,0
4056,,
4057,,
4058,,
4059,,
4060,,
4061,,
4062,,
4063,,
4064,,
4065,,
4066,,
5000,,
5001,刻木中級I-1,0
5002,刻木中級I-2,0
5003,刻木中級I-3,0
5004,刻木中級I-4,0
5005,刻木中級I-5,0
5006,鍛鐵中級I-1,0
5007,鍛鐵中級I-2,0
5008,鍛鐵中級I-3,0
5009,鍛鐵中級I-4,0
5010,鍛鐵中級I-5,0
5011,鑄甲中級I-1,0
5012,鑄甲中級I-2,0
5013,鑄甲中級I-3,0
5014,鑄甲中級I-4,0
5015,鑄甲中級I-5,0
5016,雕金中級I-1,0
5017,雕金中級I-2,0
5018,雕金中級I-3,0
5019,雕金中級I-4,0
5020,雕金中級I-5,0
5021,製革中級I-1,0
5022,製革中級I-2,0
5023,製革中級I-3,0
5024,製革中級I-4,0
5025,製革中級I-5,0
5026,裁衣中級I-1,0
5027,裁衣中級I-2,0
5028,裁衣中級I-3,0
5029,裁衣中級I-4,0
5030,裁衣中級I-5,0
5031,煉金中級I-1,0
5032,煉金中級I-2,0
5033,煉金中級I-3,0
5034,煉金中級I-4,0
5035,煉金中級I-5,0
5036,烹調中級I-1,0
5037,烹調中級I-2,0
5038,烹調中級I-3,0
5039,烹調中級I-4,0
5040,烹調中級I-5,0
5041,採礦中級I-1,0
5042,採礦中級I-2,0
5043,採礦中級I-3,0
5044,採礦中級I-4,0
5045,採礦中級I-5,0
5046,園藝中級I-1,0
5047,園藝中級I-2,0
5048,園藝中級I-3,0
5049,園藝中級I-4,0
5050,園藝中級I-5,0
5051,捕魚中級I-1,0
5052,捕魚中級I-2,0
5053,捕魚中級I-3,0
5054,捕魚中級I-4,0
5055,捕魚中級I-5,0
5056,,
5057,,
5058,,
5059,,
5060,,
5061,,
5062,,
5063,,
5064,,
5065,,
5066,,
5067,,
5068,,
5069,,
5070,,
5071,,
5072,,
5073,,
5074,,
5075,,
5076,,
5077,,
5078,,
5079,,
5080,,
5081,,
5082,,
5083,,
5084,,
5085,,
5086,,
5087,,
5088,,
